number,name,position,height,weight,class,hometown,player_image
0,Kurt Samuels Jr.,F,"6' 5""",230 lbs,FR,"Alexandria, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702869.png
1,Jake Milkereit,G,"6' 5""",200 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702870.png
4,Miodrag Dronjak,G,"6' 3""",196 lbs,SR,"Kladovo, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397600.png
5,Yuri Covington,G,"6' 1""",192 lbs,FR,"Wilkes-barre, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702871.png
10,Rainers Hermanovskis,G,"6' 4""",201 lbs,SO,"Smiltene, Latvia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592987.png
11,Thornton Scott,G,"6' 5""",185 lbs,JR,"Glen Cove, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397599.png
12,Luke Loewe,G,"6' 4""",186 lbs,SR,"Fond Du Lac, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279227.png
15,Miguel Ayesa,G,"6' 5""",201 lbs,SO,"Madrid, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592988.png
21,Quinn Blair,F,"6' 7""",225 lbs,JR,"Livonia, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397603.png
22,Thatcher Stone,G,"6' 6""",200 lbs,SO,"Medford, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592989.png
23,Connor Kochera,G,"6' 5""",200 lbs,FR,"Arlington Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585606.png
24,Austin Washburn,G,"6' 4""",175 lbs,JR,"Powhatan, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397605.png
30,Mehkel Harvey,F,"6' 9""",225 lbs,JR,"Huntington Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397606.png
35,Ben Wight,F,"6' 9""",205 lbs,FR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433119.png
