number,name,position,height,weight,class,hometown,player_image
0,Malik Edmead,G,"5' 10""",165 lbs,FR,"Deer Park, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703155.png
1,Khalief Crawford,G,"6' 1""",195 lbs,SR,"Linden, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594253.png
3,Mykel Derring,G,"6' 2""",180 lbs,SO,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594254.png
4,Ethan Helwig,G,"6' 4""",185 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594255.png
5,Mikey Watkins,G,"5' 11""",175 lbs,JR,"Roselle, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594256.png
10,Jaylen Davis,G,"6' 3""",195 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594257.png
11,Ryan Miller,G,"6' 2""",185 lbs,JR,"Weston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594258.png
13,James Berry III,G,"6' 5""",175 lbs,FR,"Clinton, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703156.png
14,Devin Jensen,G,"6' 5""",225 lbs,SR,"Brielle, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594261.png
15,Ryan Isaacson,F,"6' 8""",200 lbs,FR,"Willowbrook, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703157.png
22,Jordan Minor,F,"6' 8""",220 lbs,SO,"Kingston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594263.png
23,Ziggy Reid,G,"6' 6""",235 lbs,SO,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594264.png
24,Jordan McKoy,G,"6' 5""",180 lbs,SO,"Westwood, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594265.png
31,Justin Connolly,F,"6' 7""",210 lbs,JR,"Melrose, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594266.png
