number,name,position,height,weight,class,hometown,player_image
0,Dylan Dawson,G,"6' 3""",180 lbs,FR,"Humble, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702066.png
1,Isiah Small,F,"6' 8""",170 lbs,SR,"Jersey City, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593923.png
2,Caleb Asberry,G,"6' 3""",170 lbs,JR,"Pflugerville, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593924.png
3,Darien Jenkins,G,"6' 3""",190 lbs,--,"Deer Park, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702067.png
4,Shelby Adams,G,"6' 3""",175 lbs,SR,"Converse, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280276.png
5,Marlin Davis,G,"6' 2""",165 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067808.png
10,Drew Tennial,G,"6' 5""",210 lbs,SO,"Edmond, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433097.png
11,Nate Martin,F,"6' 8""",215 lbs,FR,"Cypress, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702068.png
12,Mason Harrell,G,"5' 9""",145 lbs,JR,"Midwest City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397702.png
13,Mason Hix,F,"6' 8""",185 lbs,JR,"Decatur, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702069.png
14,Quentin Scott,F,"6' 7""",215 lbs,SR,"Houma, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280277.png
15,Addison Wallace,G,"6' 4""",200 lbs,SO,"Cleburne, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396015.png
20,Deuce Guidry,G,"5' 8""",155 lbs,FR,"Dickinson, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702070.png
22,Nighael Ceaser,F,"6' 8""",225 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702071.png
25,Alonzo Sule,F,"6' 7""",200 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280279.png
