number,name,position,height,weight,class,hometown,player_image
0,Tareq Coburn,G,"6' 5""",205 lbs,SR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066515.png
1,Caleb Burgess,G,"6' 3""",170 lbs,SO,"Winston-salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592954.png
2,Omar Silverio,G,"6' 3""",200 lbs,JR,"Santiago-caballero, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397181.png
3,Shawndarius Cowart,G,"6' 2""",180 lbs,JR,"Pensacola, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702762.png
4,David Green,G,"6' 7""",215 lbs,FR,"Apopka, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702763.png
5,Zion Bethea,G,"6' 3""",205 lbs,FR,"South Orange, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433577.png
12,Carl Gibson Jr.,G,"6' 2""",170 lbs,SO,"Cherry Hill, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592956.png
14,Kevin Schutte,F,"6' 9""",235 lbs,JR,"Zwolle, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279205.png
15,Stafford Trueheart,F,"6' 8""",205 lbs,SR,"Lancaster, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067243.png
20,Jalen Ray,G,"6' 2""",175 lbs,SR,"Hampton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279206.png
23,Kvonn Cramer,F,"6' 6""",205 lbs,FR,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592957.png
25,Vukasin Masic,G,"6' 5""",195 lbs,FR,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702764.png
31,Cole Eiber,G,"6' 1""",185 lbs,SR,"Albertson, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4075499.png
32,Isaac Kante,F,"6' 7""",240 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278066.png
