number,name,position,height,weight,class,hometown,player_image
1,Dakota Leffew,G,"6' 5""",185 lbs,FR,"Hampton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703167.png
2,Jalen Gibbs,G,"6' 3""",180 lbs,SR,"Indian Head, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278993.png
3,Naim Miller,G,"6' 4""",200 lbs,SO,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433048.png
4,Deandre Thomas,G,"6' 5""",205 lbs,JR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703168.png
5,Quinton Mincey,F,"6' 6""",180 lbs,FR,"Greenbelt, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567710.png
12,Odri Dedolli,G,"6' 4""",185 lbs,SR,"Tirana, Albania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279867.png
13,Mezie Offurum,F,"6' 8""",230 lbs,JR,"Germantown, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396837.png
15,Damian Chong Qui,G,"5' 8""",155 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397976.png
21,Chidozie Collin Collin Nnamene,F,"6' 9""",210 lbs,JR,"Enugu, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397977.png
22,Nana Opoku,F,"6' 9""",210 lbs,JR,"Woodbridge, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279871.png
23,Josh Reaves,G,"6' 4""",205 lbs,FR,"Hamden, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703169.png
24,Frantisek Barton,F,"6' 7""",210 lbs,FR,"Brno, Czech Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703170.png
34,Jalen Jefferson,F,"6' 7""",200 lbs,JR,"Hopewell, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397978.png
35,Winston Moore,G,"6' 5""",205 lbs,FR,"Frederick, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703171.png
42,Malik Jefferson,F,"6' 9""",230 lbs,JR,"Hopewell, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397980.png
