number,name,position,height,weight,class,hometown,player_image
0,Silas Adheke,C,"6' 8""",245 lbs,SR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066995.png
1,Serrel Smith Jr.,G,"6' 4""",175 lbs,JR,"Saint Petersburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397185.png
2,Paul Smith,F,"6' 8""",--,FR,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4607203.png
3,Truth Harris,G,"6' 1""",--,FR,"Mount Vernon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703804.png
4,David Sloan,G,"6' 2""",180 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592212.png
5,Marcus Niblack,G,"6' 1""",--,FR,"Leesburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703805.png
11,Eric Hancik,F,"6' 5""",205 lbs,JR,"Chino Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703806.png
12,Damari Monsanto,F,"6' 6""",225 lbs,FR,"Pembroke Pines, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432916.png
13,Ismael Valdez,F,"6' 9""",--,SO,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703807.png
14,Ty Brewer,F,"6' 9""",210 lbs,JR,"Meridian, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594149.png
15,Richard Amaefule,F,"6' 9""",230 lbs,FR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433203.png
21,Sadaidriene Hall,F,"6' 5""",200 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4713935.png
22,Morrell Schramm,G,"6' 2""",--,FR,"Cleveland, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703808.png
23,Vonnie Patterson,F,"6' 4""",200 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593664.png
24,Jordan Coffin,G,"6' 1""",185 lbs,SR,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593665.png
25,Ledarrius Brewer,G,"6' 5""",195 lbs,JR,"Meridian, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279897.png
33,Charlie Weber,F,"6' 9""",215 lbs,SO,"Owings, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593666.png
