number,name,position,height,weight,class,hometown,player_image
0,Dontarius James,F,"6' 8""",228 lbs,JR,"Kershaw, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397138.png
1,Diante Wood,G,"6' 4""",210 lbs,SO,"Anniston, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395700.png
2,Corey Romich,G,"6' 4""",205 lbs,SR,"Groton, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278436.png
3,Kevion Nolan,G,"6' 2""",170 lbs,JR,"Anniston, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280064.png
5,Loseni Kamara,G,"6' 3""",185 lbs,JR,"Brooklyn Park, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278604.png
11,Trey Sides,G,"6' 1""",170 lbs,SO,"Phillipsburg, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592259.png
13,Bryce Workman,F,"6' 7""",230 lbs,JR,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396696.png
14,Mo Arnold,G,"6' 2""",180 lbs,SO,"Picayune, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592260.png
20,Connor Thompson,G,"6' 2""",190 lbs,FR,"Newnan, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700865.png
21,Derrick Flowers,G,"6' 4""",200 lbs,SR,"Frisco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278439.png
23,Tyreese Davis,G,"6' 6""",210 lbs,SO,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396697.png
30,Zameron Boozer,F,"6' 9""",210 lbs,FR,"Lanett, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700866.png
33,Cameron Boozer,F,"6' 10""",220 lbs,FR,"Lanett, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700867.png
34,Thomas Owen,G,"6' 4""",185 lbs,JR,"Dunwoody, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396699.png
35,Nick Erickson,F,"6' 7""",180 lbs,FR,"Gilberts, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700868.png
