number,name,position,height,weight,class,hometown,player_image
0,Elijah Ifejeh,F,"6' 8""",240 lbs,SR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593911.png
1,Avery Wilson,G,"6' 4""",225 lbs,JR,"Forest Park, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277829.png
2,Isiah Kirby,G,"6' 3""",195 lbs,SO,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594144.png
3,Max Romanov,G,"6' 8""",200 lbs,SO,"Nahariya, Israel",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594145.png
4,Keon Clergeot,G,"6' 1""",190 lbs,SR,"Winter Haven, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066460.png
5,Byron Smith,G,"6' 1""",180 lbs,SO,"Palatka, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596451.png
10,JonDarius Warren,G,"6' 0""",190 lbs,SO,"Corinth, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703694.png
11,McKay Howell,F,"6' 7""",190 lbs,SO,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594146.png
12,Matthew Strange,G,"5' 11""",170 lbs,JR,"The Woodlands, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278330.png
13,Pape Diop,F,"6' 9""",215 lbs,SR,"Ziguinchor, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398287.png
20,Brandon Gonzalez,G,"6' 6""",205 lbs,SR,"Punta Gorda, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067855.png
22,Nick Caldwell,G,"6' 7""",215 lbs,SO,"Geismar, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594148.png
24,Jamon Kemp,G,"6' 6""",195 lbs,FR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703695.png
25,Joe Kasperzyk,G,"6' 3""",190 lbs,JR,"New Haven, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397945.png
33,Max Brackmann,C,"7' 2""",270 lbs,FR,"Loehne, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594150.png
35,Gus Okafor,G,"6' 6""",230 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397641.png
