number,name,position,height,weight,class,hometown,player_image
0,Cedric Russell,G,"6' 2""",190 lbs,SR,"Alexandria, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280257.png
1,Devin Butts,G,"6' 6""",180 lbs,SO,"Macon, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432952.png
2,Michael Thomas,G,"6' 1""",160 lbs,FR,"Lake Charles, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702105.png
3,Trajan Wesley,G,"5' 9""",165 lbs,JR,"Navasota, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397660.png
4,Kobe Julien,F,"6' 6""",215 lbs,FR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397659.png
5,Jacobi Gordon,F,"6' 7""",220 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397053.png
10,Theo Akwuba,F,"6' 11""",225 lbs,JR,"Montgomery, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397716.png
11,Durey Cadwell,G,"6' 5""",185 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593895.png
13,Mylik Wilson,G,"6' 3""",175 lbs,SO,"Rayville, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432902.png
22,Kentrell Garnett,G,"6' 1""",165 lbs,FR,"Donaldsonville, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702106.png
23,Dou Gueye,F,"6' 9""",220 lbs,SR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593896.png
25,Chris Spenkuch,F,"6' 7""",195 lbs,SO,"Pembroke Pines, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433085.png
35,Isaiah Richards,F,"6' 10""",225 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702107.png
41,Brayan Au,G,"6' 4""",190 lbs,JR,"Nuevo Casas Grandes, Mexico",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702108.png
55,Ty Harper,G,"6' 3""",175 lbs,FR,"Norcross, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683748.png
