number,name,position,height,weight,class,hometown,player_image
0,Kihei Clark,G,"5' 9""",160 lbs,JR,"Woodland Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395677.png
1,Jabri Abdur-Rahim,G,"6' 7""",214 lbs,FR,"South Orange, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432191.png
2,Reece Beekman,G,"6' 3""",174 lbs,FR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432187.png
4,Justin McKoy,F,"6' 8""",215 lbs,SO,"Cary, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432058.png
5,Jayden Nixon,G,"6' 3""",187 lbs,JR,"Charlottesville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395678.png
10,Sam Hauser,F,"6' 8""",218 lbs,SR,"Stevens Point, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065804.png
11,Malachi Poindexter,G,"6' 2""",193 lbs,FR,"Mineral, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701986.png
12,Chase Coleman,G,"5' 9""",157 lbs,SO,"Norfolk, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592411.png
13,Casey Morsell,G,"6' 3""",196 lbs,SO,"Fort Washington, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431704.png
21,Kadin Shedrick,F,"6' 11""",216 lbs,FR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431710.png
22,Francisco Caffaro,C,"7' 0""",250 lbs,SO,"Santa Fe, Argentina",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395679.png
23,Kody Stattmann,G,"6' 7""",204 lbs,JR,"Bentley, QLD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395680.png
24,Austin Katstra,F,"6' 6""",237 lbs,SR,"Charlottesville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278037.png
25,Trey Murphy III,G,"6' 9""",206 lbs,JR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397688.png
30,Jay Huff,F,"7' 1""",240 lbs,SR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065731.png
33,Carson McCorkle,G,"6' 3""",184 lbs,FR,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432511.png
53,Tomas Woldetensae,G,"6' 5""",197 lbs,SR,"Bologna, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592412.png
