number,name,position,height,weight,class,hometown,player_image
1,Ryan Zambie,G,"6' 3""",190 lbs,FR,"Plano, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704952.png
3,Tyrone Perry,G,"6' 2""",165 lbs,JR,"Apopka, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398070.png
4,Jay Vaughan,G,"5' 11""",172 lbs,JR,"Allentown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398071.png
5,Eric Sondberg,G,"6' 7""",190 lbs,FR,"Davidsonville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704951.png
11,Justin Jaworski,G,"6' 3""",196 lbs,SR,"Schwenksville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280075.png
12,Tomas Verbinskis,F,"6' 8""",217 lbs,JR,"Klaipeda, Lithuania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278382.png
13,Sean Good,F,"6' 10""",206 lbs,JR,"Camp Hill, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398073.png
14,Kyle Jenkins,F,"6' 7""",213 lbs,FR,"Higganum, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704950.png
20,E.J. Stephens,G,"6' 3""",176 lbs,SR,"Plantation, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280074.png
21,Alex Petrie,G,"6' 2""",185 lbs,SR,"Midlothian, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280076.png
23,Jon Brantley,G,"6' 3""",190 lbs,FR,"Farmington Hills, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704949.png
32,Michael Anekwe,F,"6' 7""",221 lbs,JR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398074.png
33,Leo O'Boyle,F,"6' 7""",220 lbs,SO,"Scranton, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432065.png
44,Dylan Hastings,F,"6' 9""",220 lbs,SR,"Quarryville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280077.png
45,Neal Quinn,F,"7' 0""",280 lbs,SO,"Allendale, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593100.png
