number,name,position,height,weight,class,hometown,player_image
0,Jay Jay Chandler,G,"6' 4""",183 lbs,SR,"Katy, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278117.png
1,Savion Flagg,G,"6' 7""",223 lbs,SR,"Alvin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278119.png
2,Hayden Hefner,G,"6' 6""",182 lbs,FR,"Nederland, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433279.png
3,Quenton Jackson,G,"6' 5""",175 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592829.png
4,Jaxson Robinson,G,"6' 7""",193 lbs,FR,"Ada, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702528.png
5,Emanuel Miller,F,"6' 7""",208 lbs,SO,"Scarborough, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432872.png
10,Everett Vaughn,F,"6' 10""",257 lbs,SO,"Bellaire, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396916.png
11,Hassan Diarra,G,"6' 2""",197 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433160.png
13,Cashius McNeilly,G,"6' 4""",191 lbs,FR,"Scarborough, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432053.png
15,Jonathan Aku,F,"6' 10""",263 lbs,SO,"Kaduna, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592830.png
20,Andre Gordon,G,"6' 2""",188 lbs,SO,"Sidney, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431779.png
21,Zach Walker,G,"6' 4""",203 lbs,JR,"Deer Park, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4403533.png
24,LaDamien Bradford,G,"6' 4""",223 lbs,FR,"Lincoln, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433576.png
31,Javonte Brown,C,"7' 0""",250 lbs,FR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702024.png
31,Luke McGhee,F,"6' 11""",247 lbs,JR,"San Antonio, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396918.png
33,Jackson Young,G,"6' 2""",193 lbs,FR,"Kerrville, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702529.png
45,Kevin Marfo,F,"6' 8""",247 lbs,SR,"Bergenfield, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066877.png
