number,name,position,height,weight,class,hometown,player_image
0,Treylan Smith,G,"6' 4""",195 lbs,FR,"Richton, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705889.png
1,Alexander Perry,G,"6' 6""",195 lbs,SR,"Tallahassee, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705890.png
2,Kam'Ron Cunningham,G,"6' 7""",205 lbs,JR,"Greenville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705891.png
3,Caleb Hunter,G,"5' 10""",185 lbs,SO,"Plymouth, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594088.png
5,Quavon Blackwood,G,"6' 0""",200 lbs,JR,"Hyattsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705892.png
10,Devin Gordon,G,"6' 4""",210 lbs,FR,"Powder Springs, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705893.png
11,Terry Collins,G,"6' 3""",180 lbs,JR,"Kenner, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705894.png
12,Donalson Fanord,F,"6' 9""",225 lbs,SO,"Port a Prince, Haiti",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705895.png
13,Ronald Williams,F,"6' 8""",215 lbs,JR,"Killeen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705896.png
15,Jordan Johnson,G,"6' 3""",175 lbs,SO,"Covington, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597906.png
21,Quoiren Walden,F,"6' 9""",215 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705897.png
32,Leandre Howard,G,--,--,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4712375.png
NA,Keiondre Jefferson,G,"6' 6""",190 lbs,SR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4713969.png
