number,name,position,height,weight,class,hometown,player_image
0,Antonio Rizzuto,G,"6' 3""",195 lbs,JR,"York, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395873.png
1,Will Amica,G,"6' 0""",170 lbs,FR,"Syracuse, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585592.png
2,Trey Hutcheson,G,"6' 5""",195 lbs,SO,"Marion, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433012.png
3,JoJo Anderson,G,"6' 3""",190 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066904.png
4,Jarvis Doles,F,"6' 9""",215 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279195.png
5,Jamel Horton,G,"6' 4""",190 lbs,JR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700941.png
10,Brent Hank,C,"6' 10""",265 lbs,JR,"Port Lincoln, ACT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278202.png
11,Cameron Healy,G,"6' 3""",190 lbs,JR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278203.png
12,Kellon Taylor,F,"6' 6""",215 lbs,SR,"Landover, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066493.png
14,Adam Lulka,F,"6' 8""",245 lbs,JR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278204.png
15,C.J. Kelly,G,"6' 5""",190 lbs,JR,"Long Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398208.png
23,Sam Shafer,G,"6' 6""",200 lbs,SO,"Frankfort, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397493.png
30,Chuck Champion,G,"6' 4""",185 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067132.png
32,Will Kondrat,F,"6' 7""",200 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700942.png
33,Jackson Brown,G,"6' 3""",185 lbs,FR,"Latham, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700943.png
