number,name,position,height,weight,class,hometown,player_image
1,Ronald Polite,G,"6' 2""",172 lbs,FR,"Temple Hills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567711.png
2,Xavier Johnson,G,"6' 1""",182 lbs,SO,"Germantown, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592439.png
3,Bahaide Haidara,G,"6' 6""",201 lbs,SO,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592440.png
5,Otis Frazier III,G,"6' 6""",207 lbs,FR,"Buckeye, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700882.png
10,Jamal Hartwell II,G,"5' 10""",155 lbs,JR,"Inglewood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396817.png
11,Jordan Miller,G,"6' 6""",202 lbs,JR,"Middleburg, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396818.png
12,AJ Wilson,F,"6' 7""",230 lbs,SR,"Laurel, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278358.png
13,Josh Oduro,F,"6' 9""",228 lbs,SO,"Gainesville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432068.png
20,Tyler Kolek,G,"6' 3""",182 lbs,FR,"Cumberland, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433225.png
21,Jack Tempchin,G,"5' 9""",161 lbs,SR,"Silver Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278359.png
22,Mehki McCray,G,"6' 1""",194 lbs,SR,"Waldorf, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592441.png
23,Javon Greene,G,"6' 2""",190 lbs,SR,"Mcdonough, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278360.png
30,Chance Konnor,F,"6' 11""",235 lbs,SR,"Reston, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594334.png
32,Ian Boyd,G,"6' 4""",230 lbs,SR,"Apex, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066862.png
33,Greg Calixte,F,"6' 8""",235 lbs,SR,"Mount Vernon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278362.png
35,Malik Henry,F,"6' 8""",--,FR,"Longview, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4606836.png
NA,Jake Nichols,G,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711249.png
NA,Lysander Rehnstrom,G,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706707.png
