number,name,position,height,weight,class,hometown,player_image
0,Payton Willis,G,"6' 4""",200 lbs,SR,"Fayetteville, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066230.png
2,D'Avian Houston,G,"6' 1""",--,FR,"Bellaire, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585602.png
3,DeAngelo Epps,F,"6' 5""",205 lbs,SO,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597989.png
4,Dontavius King,F,"6' 7""",250 lbs,FR,"Greenville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598389.png
5,Brenden Tucker,G,"6' 2""",180 lbs,SO,"Lawrenceville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597990.png
10,Cam Copeland,G,"6' 7""",160 lbs,JR,"Douglasville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396777.png
11,Samba Ndiaye,C,"6' 9""",235 lbs,JR,"Theis, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279188.png
12,Zep Jasper,G,"6' 1""",175 lbs,JR,"Augusta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4311618.png
14,Keegan Harvey,F,"6' 11""",--,FR,"Newcastle, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702741.png
21,Lorenzo Edwards,F,"6' 8""",215 lbs,SR,"Lake Forest, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066512.png
23,R.J. Ogom,F,"6' 5""",--,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590355.png
32,Jeffrey Pizano-McInnis,G,"6' 1""",205 lbs,SO,"Moline, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597992.png
33,Osinachi Smart,C,"6' 8""",240 lbs,SR,"Umuahia, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067221.png
55,Brevin Galloway,G,"6' 2""",215 lbs,SR,"Anderson, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067219.png
