number,name,position,height,weight,class,hometown,player_image
1,Luke Bolster,G,"6' 1""",175 lbs,SR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279465.png
2,Ben Milstein,G,"5' 10""",168 lbs,JR,"Boca Raton, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397925.png
3,Zavian McLean,G,"6' 4""",193 lbs,FR,"Spring Lake, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702974.png
4,Liam Murphy,F,"6' 7""",210 lbs,FR,"Staten Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702975.png
5,Emmanuel Onuama,F,"6' 8""",216 lbs,SO,"Aguleri, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593294.png
10,Asa Shannon,F,"6' 6""",195 lbs,SO,"Hyattsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593295.png
11,Josh Odunowo,F,"6' 6""",200 lbs,FR,"Laurel, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702976.png
12,Cameron Shockley-Okeke,G,"6' 6""",190 lbs,SO,"Norwalk, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593296.png
13,Randy Brumant,F,"6' 7""",200 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279466.png
14,Eddie Turner III,G,"6' 2""",160 lbs,SO,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593297.png
15,Gabe Stefanini,G,"6' 3""",210 lbs,SR,"Bologna, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279467.png
21,Patrick Harding,F,"6' 9""",230 lbs,JR,"Fairfield, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702977.png
22,Kobe Antwi,F,"6' 5""",205 lbs,FR,"Oakville, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702978.png
24,Ike Nweke,F,"6' 7""",240 lbs,JR,"Woodbine, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397926.png
25,Jake Klores,G,"6' 0""",165 lbs,SR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279468.png
32,Maka Ellis,G,"6' 5""",190 lbs,JR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397927.png
33,Tai Bibbs,G,"6' 3""",177 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279470.png
50,Joseph Smoyer,F,"6' 11""",230 lbs,SR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066724.png
