number,name,position,height,weight,class,hometown,player_image
0,Christian Ings,G,"6' 2""",176 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431996.png
2,Allen Powell,G,"6' 2""",165 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593364.png
3,Rodney Henderson Jr.,G,"6' 5""",185 lbs,SR,"Carson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397448.png
5,Dwight Murray Jr.,G,"6' 0""",180 lbs,JR,"Austell, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398029.png
10,Ajiri Ogemuno-Johnson,F,"6' 8""",210 lbs,JR,"Lansdowne, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4406151.png
11,Tyrel Bladen,F,"6' 10""",230 lbs,SO,"Coatesville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398396.png
12,Jordan Smalls,G,"6' 7""",185 lbs,FR,"Jonesboro, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705264.png
13,Jaelen McGlone,G,"6' 4""",205 lbs,FR,"Cheltenham, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705265.png
14,Dontrell McQuarter,G,"6' 7""",180 lbs,JR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705266.png
15,R.J. Weise,G,"6' 0""",185 lbs,FR,"Allentown, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705267.png
20,Jeremiah Pope,G,"6' 4""",180 lbs,JR,"Clinton, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4288898.png
22,Elijah Perry,G,"6' 2""",185 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705268.png
23,Malachi De Sousa,G,"6' 6""",200 lbs,JR,"Beacon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395874.png
24,Lawrence Foreman,F,"6' 9""",235 lbs,FR,"Kingston, Jamaica",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705269.png
25,Corey McKeithan,G,"5' 10""",165 lbs,FR,"Windsor, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433243.png
35,Nehemiah Benson,F,"6' 7""",215 lbs,FR,"Streetsboro, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705270.png
