number,name,position,height,weight,class,hometown,player_image
0,Justen Anderson,G,"6' 2""",170 lbs,FR,"Waldorf, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593115.png
1,Zahree Harrison,G,"6' 0""",190 lbs,FR,"West Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703193.png
2,Ramiir Dixon-Conover,G,"6' 3""",185 lbs,SR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398016.png
3,Luke Ruggery,G,"5' 11""",160 lbs,FR,"Duncansville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593116.png
4,Ronell Giles Jr.,G,"6' 4""",185 lbs,FR,"Brandywine, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703194.png
5,Myles Thompson,F,"6' 6""",230 lbs,JR,"Camden, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398017.png
11,Maxwell Land,G,"6' 4""",185 lbs,FR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433582.png
13,Marlon Hargis,F,"6' 7""",205 lbs,JR,"Mays Landing, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398054.png
14,A.J. Burch,G,"5' 9""",165 lbs,SO,"Annapolis, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593117.png
15,Chukwu Ikediashi,F,"6' 8""",220 lbs,SO,"Hoboken, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703195.png
20,Dan Henry,G,"5' 11""",160 lbs,SR,"Hamburg, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280254.png
21,Ben Seidel,G,"6' 0""",170 lbs,SO,"Johnstown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593118.png
22,Tyler Stewart,G,"6' 8""",195 lbs,JR,"Silver Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066690.png
23,A.J. Labriola,G,"6' 2""",185 lbs,JR,"Altoona, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398019.png
24,Bryce Laskey,G,"6' 4""",190 lbs,SO,"Uniontown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398020.png
31,Brad McCabe,G,"6' 6""",185 lbs,FR,"Manasquan, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593119.png
32,Jeriah Coleman,F,"7' 0""",220 lbs,FR,"Anchorage, AK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703196.png
33,Josh Cohen,F,"6' 10""",220 lbs,FR,"Lincroft, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593120.png
42,Mark Flagg,F,"6' 9""",215 lbs,SR,"Fairless Hills, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280256.png
