number,name,position,height,weight,class,hometown,player_image
1,Jordan Bell,F,"6' 8""",221 lbs,SR,"Inglewood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067766.png
2,Jalen Brown,G,"6' 3""",170 lbs,SO,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701210.png
3,Pierre Crockrell II,G,"6' 0""",175 lbs,SO,"Tacoma, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432962.png
4,Daniss Jenkins,G,"6' 3""",165 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593787.png
10,Jonathan Salazar,F,"6' 6""",250 lbs,SO,"Panama City, Panama",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432896.png
12,Jervay Green,G,"6' 3""",200 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592705.png
13,Jeremiah Bailey,F,"6' 6""",220 lbs,JR,"Fairbanks, AK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397671.png
22,Jahbril Price-Noel,G,"6' 7""",215 lbs,JR,"Scarborough, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397675.png
24,Broc Finstuen,G,"6' 4""",200 lbs,SR,"Pine Island, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593788.png
25,Justin Moore,G,"6' 4""",175 lbs,SR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065662.png
30,Takori Rooks,F,"6' 5""",215 lbs,SO,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593789.png
33,James Hampshire,C,"7' 1""",242 lbs,SR,"Flagstaff, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593790.png
45,Nigel Shadd,F,"6' 9""",250 lbs,JR,"Mesa, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277898.png
