number,name,position,height,weight,class,hometown,player_image
0,Jace Bass,G,"6' 3""",165 lbs,JR,"Carson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702692.png
1,Kenny Hunter,F,"6' 9""",235 lbs,FR,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432313.png
2,Kenneth Lofton Jr.,F,"6' 7""",275 lbs,FR,"Port Arthur, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585610.png
3,Amorie Archibald,G,"6' 3""",185 lbs,SR,"Deltona, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279005.png
4,Lane Hartley,G,"6' 2""",200 lbs,SR,"Chatham, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592855.png
5,Kalob Ledoux,G,"6' 4""",190 lbs,SR,"Port Barre, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067749.png
10,Xaiver Armstead,G,"6' 5""",200 lbs,SR,"Waco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592856.png
11,JaColby Pemberton,G,"6' 5""",195 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066999.png
13,Stacey Thomas,F,"6' 8""",225 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397515.png
21,Exavian Christon,G,"6' 4""",200 lbs,SR,"Hot Springs, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279006.png
22,Isaiah Crawford,F,"6' 6""",220 lbs,SO,"Fort Worth, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592857.png
24,Cobe Williams,G,"5' 11""",175 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592858.png
25,Thailand Elder,G,"6' 2""",170 lbs,FR,"Allen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702693.png
33,Andrew Gordon,F,"6' 10""",260 lbs,SR,"Clearwater, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397096.png
40,Kale Walters,F,"6' 7""",200 lbs,JR,"Lindale, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397517.png
