number,name,position,height,weight,class,hometown,player_image
0,David Collins,G,"6' 4""",220 lbs,SR,"Youngstown, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278306.png
1,Xavier Castaneda,G,"6' 1""",195 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396641.png
2,Ezacuras Dawson III,G,"6' 3""",200 lbs,JR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593114.png
3,Prince Oduro,F,"6' 8""",255 lbs,JR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279753.png
4,Michael Durr,F,"7' 0""",250 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396642.png
5,Rashun Williams,G,"6' 6""",225 lbs,JR,"Arlington, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396643.png
10,Alexis Yetna,F,"6' 8""",234 lbs,JR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278308.png
11,Mark Calleja,G,"6' 2""",185 lbs,JR,"Hudson, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396644.png
13,Justin Brown,G,"6' 6""",208 lbs,SR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278307.png
22,Madut Akec,F,"6' 7""",205 lbs,SO,"Bradenton, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396647.png
23,Caleb Murphy,G,"6' 4""",185 lbs,FR,"Youngstown, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567587.png
24,Jamir Chaplin,G,"6' 5""",196 lbs,SO,"Norcross, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431925.png
44,Luke Anderson,G,"6' 8""",202 lbs,FR,"Lakeland, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431759.png
54,Russel Tchewa,C,"7' 0""",260 lbs,SO,"Douala, Cameroon",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432888.png
