number,name,position,height,weight,class,hometown
0,Luke O'Brien,G,"6' 7""",200 lbs,FR,"Littleton, CO"
3,Maddox Daniels,G,"6' 6""",211 lbs,SR,"Suwanee, GA"
5,D'Shawn Schwartz,G,"6' 7""",232 lbs,SR,"Colorado Springs, CO"
10,Alexander Strating,F,"6' 7""",228 lbs,SR,"Wassenaar, Netherlands"
11,Keeshawn Barthelemy,G,"6' 2""",163 lbs,FR,"Montreal, PQ"
12,Jabari Walker,F,"6' 8""",200 lbs,FR,"Inglewood, CA"
13,Dallas Walton,F,"7' 0""",235 lbs,SR,"Arvada, CO"
15,Owen Koonce,G,"6' 5""",180 lbs,FR,"Lafayette, CO"
21,Evan Battey,F,"6' 8""",262 lbs,JR,"View Park, CA"
23,Tristan da Silva,F,"6' 8""",200 lbs,FR,"Munich, Germany"
24,Eli Parquet,G,"6' 3""",195 lbs,JR,"Beaumont, TX"
25,McKinley Wright IV,G,"6' 0""",196 lbs,SR,"North Robbinsdale, MN"
30,Will Loughlin,F,"6' 10""",250 lbs,SO,"Seattle, WA"
32,Nique Clifford,G,"6' 5""",175 lbs,FR,"Colorado Springs, CO"
33,Aidan McQuade,G,"6' 2""",195 lbs,SR,"Loveland, CO"
34,Benan Ersek,G,"6' 2""",185 lbs,JR,"Vienna, Austria"
40,Isaac Jessup,G,"6' 2""",175 lbs,FR,"Loveland, CO"
41,Jeriah Horne,F,"6' 7""",220 lbs,SR,"Overland Park, KS"
