number,name,position,height,weight,class,hometown,player_image
0,Meechie Johnson Jr.,G,"6' 2""",172 lbs,FR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4710770.png
1,Jimmy Sotos,G,"6' 3""",200 lbs,SR,"Elk Grove Village, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280044.png
2,Musa Jallow,G,"6' 5""",210 lbs,JR,"Bloomington, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277973.png
3,Eugene Brown III,G,"6' 6""",195 lbs,FR,"Conyers, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433179.png
4,Duane Washington Jr.,G,"6' 3""",210 lbs,JR,"Grand Rapids, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397235.png
10,Justin Ahrens,F,"6' 6""",195 lbs,JR,"Versailles, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397236.png
13,CJ Walker,G,"6' 1""",195 lbs,SR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065655.png
14,Justice Sueing,F,"6' 7""",215 lbs,JR,"Honolulu, HI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278141.png
15,Ibrahima Diallo,C,"6' 10""",220 lbs,SO,"Saly, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592720.png
23,Zed Key,F,"6' 8""",245 lbs,FR,"Bay Shore, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432401.png
25,Kyle Young,F,"6' 8""",225 lbs,SR,"Canton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277974.png
31,Seth Towns,F,"6' 8""",230 lbs,SR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066829.png
32,E.J. Liddell,F,"6' 7""",240 lbs,SO,"Belleville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432821.png
40,Jansen Davidson Jr.,G,"5' 11""",190 lbs,SR,"Kettering, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706241.png
42,Harrison Hookfin,F,"6' 6""",195 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4412299.png
