number,name,position,height,weight,class,hometown,player_image
0,Aaron Henry,F,"6' 6""",210 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397209.png
1,Joshua Langford,G,"6' 5""",200 lbs,SR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066381.png
2,Rocket Watts,G,"6' 2""",185 lbs,SO,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432818.png
3,Foster Loyer,G,"6' 0""",175 lbs,JR,"Clarkston, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397208.png
10,Jack Hoiberg,G,"5' 11""",175 lbs,JR,"Burr Ridge, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277962.png
11,A.J. Hoggard,G,"6' 3""",220 lbs,FR,"Coatesville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432206.png
13,Steven Izzo,G,"5' 8""",150 lbs,SO,"East Lansing, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592692.png
14,Davis Smith,G,"6' 1""",185 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702244.png
15,Thomas Kithier,F,"6' 8""",230 lbs,JR,"Clarkston, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397211.png
20,Joey Hauser,F,"6' 9""",220 lbs,JR,"Stevens Point, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4295180.png
22,Mady Sissoko,C,"6' 9""",235 lbs,FR,"Kayes, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433154.png
25,Malik Hall,F,"6' 7""",215 lbs,SO,"Aurora, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592693.png
30,Marcus Bingham Jr.,F,"6' 11""",225 lbs,JR,"Grand Rapids, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397212.png
34,Julius Marble II,F,"6' 8""",225 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433031.png
44,Gabe Brown,F,"6' 7""",210 lbs,JR,"Ypsilanti, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397210.png
