number,name,position,height,weight,class,hometown,player_image
0,Kobey Lam,G,"6' 2""",170 lbs,SO,"Vaughan, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702682.png
1,Korey Hess,G,"5' 11""",160 lbs,FR,"Centennial, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702683.png
2,Roscoe Eastmond,G,"5' 9""",150 lbs,SO,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593700.png
3,Jase Townsend,G,"6' 3""",175 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398060.png
4,Taelyr Gatlin,G,"6' 3""",180 lbs,JR,"Atoka, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398061.png
5,Drake Muller,G,"6' 4""",195 lbs,FR,"Cedar Hill, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702684.png
11,Noah Baylis,G,"5' 11""",165 lbs,FR,"Flint, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702685.png
12,Iseri Palacio,G,"6' 0""",170 lbs,JR,"Fort Collins, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702686.png
13,Khalil Johnson,G,"6' 3""",170 lbs,JR,"Long Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593701.png
14,Ryan Heath,G,"6' 5""",190 lbs,SO,"Lansing, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600002.png
15,James Sanders IV,F,"6' 3""",200 lbs,SO,"Fountain, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600003.png
20,Sam Hines Jr.,F,"6' 6""",210 lbs,FR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702687.png
21,Robert Jones,F,"6' 10""",225 lbs,SO,"Prior Lake, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593702.png
22,Tristan Green,F,"6' 9""",220 lbs,JR,"Boerne, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593703.png
24,Frank Ryder,F,"6' 10""",235 lbs,SR,"Boulder, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066747.png
30,Eric Moenkhaus,G,"6' 3""",180 lbs,SO,"Greenwood, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702688.png
42,JaVonni Bickham,F,"6' 6""",225 lbs,SO,"Minneapolis, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593704.png
