number,name,position,height,weight,class,hometown,player_image
0,Festus Ndumanya,F,"6' 7""",220 lbs,SO,"Anambra State, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592928.png
1,Lance Coleman II,F,"6' 6""",205 lbs,SR,"Antioch, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592927.png
2,TJ Starks,G,"6' 2""",196 lbs,JR,"Oak Cliff, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278118.png
3,Kailen Rains,G,"6' 6""",195 lbs,FR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590351.png
4,Atin Wright,G,"6' 1""",160 lbs,FR,"Lakewood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702491.png
5,Miles Brookins,F,"6' 9""",220 lbs,JR,"Cypress, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278366.png
10,Darius Brown II,G,"6' 2""",195 lbs,JR,"Pasadena, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397450.png
11,Amound Anderson,G,"6' 3""",185 lbs,FR,"Hawthorne, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702492.png
12,Marcel Stevens,G,"6' 2""",175 lbs,FR,"Beverly Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702493.png
13,Matt Solomon,G,"6' 2""",185 lbs,FR,"Newbury Park, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592929.png
14,Vante Hendrix,G,"6' 5""",195 lbs,JR,"Woodland Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397146.png
15,Ron Artest III,F,"6' 7""",215 lbs,JR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4409382.png
22,George Nwogu,F,"6' 8""",210 lbs,SO,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702494.png
23,Alex Merkviladze,F,"6' 9""",225 lbs,FR,"Kutaisi, Georgia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702495.png
24,Fidelis Okereke,F,"6' 6""",240 lbs,FR,"Carson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702496.png
32,Brendan Harrick,G,"6' 5""",190 lbs,SO,"Anaheim, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397454.png
