number,name,position,height,weight,class,hometown,player_image
0,Lenell Henry,F,"6' 8""",200 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278645.png
1,Javen Hedgeman,G,"6' 4""",190 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594099.png
2,Jock Hughes,G,"6' 3""",172 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4599986.png
3,Boe Nguidjol,F,"6' 8""",225 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397736.png
4,D'Rell Roberts,G,"6' 7""",190 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703188.png
5,Myles Washington,F,"6' 5""",232 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703189.png
10,Jeremiah Gambrell,G,"6' 3""",180 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397884.png
11,DeWayne Cox,G,"6' 2""",190 lbs,SR,"Ripley, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594100.png
12,Faite Williams,G,"6' 2""",175 lbs,JR,"Dickinson, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397933.png
13,Eric Hester,G,"6' 3""",185 lbs,SR,"Clearwater, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703190.png
14,Jerroda Briscoe,F,"6' 8""",160 lbs,JR,"Saint Petersburg, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703191.png
15,Damari Parris,G,"6' 1""",165 lbs,SR,"PG County, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067084.png
21,Danario Edgar II,G,"6' 1""",165 lbs,SO,"Bellaire, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594105.png
22,Jawaun Daniels,G,"6' 7""",190 lbs,JR,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594103.png
23,Dajour Joseph,G,"6' 6""",205 lbs,JR,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278367.png
24,Jalon Clark,F,"6' 5""",230 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398298.png
32,Cam Mack,G,"6' 2""",170 lbs,JR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278336.png
35,Chandler Oriahki,C,"6' 10""",225 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703192.png
