number,name,position,height,weight,class,hometown,player_image
0,David DeJulius,G,"6' 0""",195 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397202.png
1,Zach Harvey,G,"6' 5""",195 lbs,SO,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592899.png
2,Keith Williams,G,"6' 5""",215 lbs,SR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278217.png
3,Mike Saunders,G,"6' 0""",190 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432403.png
13,Tari Eason,F,"6' 8""",215 lbs,FR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433192.png
20,Mamoudou Diarra,F,"6' 9""",225 lbs,JR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278219.png
23,Mika Adams-Woods,G,"6' 3""",185 lbs,SO,"Syracuse, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431831.png
24,Jeremiah Davenport,G,"6' 7""",205 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592898.png
30,Viktor Lakhin,F,"6' 11""",228 lbs,FR,"Anapa, Russia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701192.png
31,Sam Martin,G,"5' 10""",170 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278221.png
33,Chris Vogt,C,"7' 1""",260 lbs,SR,"Mayfield, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279252.png
43,Rob Banks,F,"6' 5""",210 lbs,SO,"Bracknell, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592900.png
44,Adam Cook,F,"6' 6""",180 lbs,SR,"Marysville, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598638.png
45,Mason Madsen,G,"6' 4""",190 lbs,FR,"Rochester, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4581506.png
55,Gabe Madsen,G,"6' 5""",195 lbs,FR,"Rochester, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432753.png
