number,name,position,height,weight,class,hometown,player_image
0,Michael Baer,F,"6' 7""",215 lbs,JR,"Bettendorf, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397031.png
1,Joe Toussaint,G,"6' 0""",190 lbs,SO,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432880.png
2,Jack Nunge,F,"6' 11""",245 lbs,SO,"Newburgh, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277948.png
3,Jordan Bohannon,G,"6' 1""",175 lbs,SR,"Marion, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066366.png
4,Ahron Ulis,G,"6' 3""",190 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432454.png
5,CJ Fredrick,G,"6' 3""",195 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397032.png
10,Joe Wieskamp,G,"6' 6""",212 lbs,JR,"Muscatine, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397033.png
11,Tony Perkins,G,"6' 4""",210 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433130.png
13,Austin Ash,G,"6' 3""",179 lbs,JR,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277949.png
15,Keegan Murray,F,"6' 8""",215 lbs,FR,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594327.png
20,Kris Murray,F,"6' 8""",215 lbs,FR,"Cedar Rapids, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594326.png
22,Patrick McCaffery,F,"6' 9""",200 lbs,FR,"Iowa City, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432836.png
23,Josh Ogundele,F,"6' 10""",285 lbs,FR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433231.png
24,Nicolas Hobbs,G,"6' 2""",200 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397034.png
30,Connor McCaffery,G,"6' 5""",205 lbs,JR,"Iowa City, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277950.png
55,Luka Garza,C,"6' 11""",265 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277951.png
