number,name,position,height,weight,class,hometown
0,Ethan Claycomb,F,"6' 7""",205 lbs,SR,"Vincennes, IN"
1,Juston Betz,G,"6' 3""",190 lbs,JR,"New Albany, IN"
2,Alec Pfriem,G,"6' 5""",205 lbs,SO,"Cincinnati, OH"
3,Zac Jennings,G,"6' 3""",220 lbs,FR,"Burlington, KY"
10,Garrett Tipton,G,"6' 5""",190 lbs,SO,"Columbus, OH"
13,Dylan Penn,G,"6' 3""",190 lbs,JR,"Evansville, IN"
14,Sam DeVault,F,"6' 10""",220 lbs,FR,"Evansville, IN"
22,Bash Wieland,G,"6' 4""",205 lbs,SO,"Cincinnati, OH"
23,Hunter Brogan,G,"6' 4""",185 lbs,FR,--
24,Eli Roberts,F,"6' 7""",220 lbs,FR,"Louisville, KY"
25,CJ Fleming,G,"6' 0""",180 lbs,SR,"Cincinnati, OH"
30,Nick Thelen,F,"6' 8""",205 lbs,SO,"Edgewood, KY"
32,Pedro Bradshaw,G,"6' 7""",180 lbs,JR,"Russellville, KY"
33,Baylor Younker,C,"6' 10""",215 lbs,SO,"Knoxville, TN"
34,Drew Comer,G,"6' 4""",185 lbs,SO,"Greensburg, IN"
