number,name,position,height,weight,class,hometown,player_image
0,Russhard Cruickshank,G,"6' 0""",175 lbs,SR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593473.png
1,JacQuess Hobbs,G,"6' 2""",185 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279851.png
2,Tre King,F,"6' 9""",225 lbs,JR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398319.png
3,Peyton Broughton,G,"6' 5""",195 lbs,JR,"London, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279852.png
4,Curt Lewis,G,"6' 5""",220 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593474.png
5,Cooper Robb,G,"6' 1""",190 lbs,JR,"Georgetown, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397469.png
10,Brandon Knapper,G,"6' 0""",190 lbs,JR,"Ontario, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277935.png
11,Jomaru Brown,G,"6' 2""",190 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398318.png
12,Wendell Green Jr.,G,"5' 11""",170 lbs,FR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433198.png
13,Tariq Balogun,F,"6' 10""",225 lbs,SO,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593475.png
14,Devontae Blanton,F,"6' 6""",215 lbs,FR,"Macedonia, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703234.png
15,Isaiah Minter,G,"5' 11""",170 lbs,SO,"Richmond, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593476.png
22,Matt Cromer,G,"6' 2""",185 lbs,FR,"London, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703235.png
23,Cameron Carmical,G,"5' 10""",165 lbs,SR,"Harlan, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279855.png
24,Michael Moreno,F,"6' 7""",220 lbs,SO,"Georgetown, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431810.png
30,Jordan Reeves-Young,G,"6' 3""",170 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593477.png
34,Cheikh Faye,F,"6' 7""",210 lbs,JR,"Fatick, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703236.png
NA,Rabby Kamona,F,"6' 9""",235 lbs,FR,"Kinshasa, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703237.png
NA,Caleb Mitchell,G,"6' 0""",160 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703238.png
