number,name,position,height,weight,class,hometown
0,Will Soucie,G,"6' 5""",200 lbs,FR,"Califon, NJ"
1,Detalian Brown,G,"6' 3""",195 lbs,FR,"Chicago, IL"
2,Jonathan Breeland Jr.,G,"6' 3""",193 lbs,SO,"Columbia, SC"
3,Jamari Blackmon,G,"6' 1""",205 lbs,JR,"Hoover, AL"
4,Isaac Chatman,F,"6' 6""",200 lbs,JR,"Cordova, AL"
5,Mervin James,F,"6' 7""",215 lbs,SO,"St. Thomas, Virgin Islands"
10,Sawyer Wright,C,"6' 8""",210 lbs,FR,"Tuscumbia, AL"
11,C.J. Brim,G,"5' 9""",170 lbs,SR,"Tupelo, MS"
13,James Anderson II,F,"6' 5""",200 lbs,SR,"Roswell, GA"
14,Payton Youngblood,F,"6' 5""",200 lbs,SR,"Birmingham, AL"
15,Coleman Barranco,G,"5' 9""",150 lbs,FR,"Birmingham, AL"
21,Emanuel Littles,F,"6' 7""",215 lbs,JR,"Lanett, AL"
22,Austin Meloche,G,"6' 1""",180 lbs,SO,"Palm Harbor, FL"
24,Aleksa Matic,G,"6' 4""",210 lbs,JR,"Belgrade, Serbia"
34,Dallas Howell,F,"6' 7""",210 lbs,--,"Coffee Springs, AL"
