number,name,position,height,weight,class,hometown,player_image
0,Kaden Archie,G,"6' 6""",215 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397065.png
1,David Viti,F,"6' 5""",215 lbs,SO,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397518.png
2,Elijah McCadden,G,"6' 4""",210 lbs,JR,"Rocky Mount, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397519.png
3,Zack Bryant,G,"6' 2""",200 lbs,SR,"Hastings, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279103.png
4,Kamari Brown,G,"6' 3""",190 lbs,JR,"Tallahassee, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702113.png
5,Eric Boone,G,"6' 2""",190 lbs,JR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702114.png
10,Cam Bryant,F,"6' 7""",215 lbs,FR,"Camilla, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702115.png
11,Mackenzie McFatten,F,"6' 8""",210 lbs,FR,"Douglas, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432054.png
12,Andrei Savrasov,F,"6' 7""",225 lbs,SO,"Orenburg, Russia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433073.png
13,Gedi Juozapaitis,G,"6' 4""",210 lbs,JR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596787.png
14,Will Dillard,G,"6' 3""",205 lbs,JR,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397522.png
14,Ralueke Orizu,F,"6' 8""",205 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279822.png
21,Eito Yuminami,G,"5' 6""",160 lbs,JR,"Mooresville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397523.png
23,Grant Weatherford,G,"6' 2""",205 lbs,SR,"Cicero, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/3906672.png
24,Prince Toyambi,C,"6' 7""",235 lbs,SO,"Kinshasa, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396611.png
33,JeMar Lincoln,G,"6' 1""",200 lbs,JR,"Waycross, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4248684.png
34,Jacob Sowers,G,"6' 0""",185 lbs,SR,"Alpharetta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593893.png
44,Fred Odhiambo,C,"6' 11""",210 lbs,JR,"Nairobi, Kenya",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702116.png
