number,name,position,height,weight,class,hometown,player_image
0,Jevon Tatum,G,"6' 1""",180 lbs,FR,"Snellville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703103.png
1,Myles Parker,F,"6' 7""",210 lbs,JR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703104.png
2,Brandon Miller,G,"6' 0""",170 lbs,SR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280058.png
3,Cameron Tucker,G,"6' 1""",170 lbs,SO,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594012.png
5,Jalen Johnson,F,"6' 7""",230 lbs,SO,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594013.png
10,Garrett Hicks,G,"6' 0""",160 lbs,SO,"Madison, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594014.png
11,Abba Lawal,C,"7' 0""",210 lbs,FR,"Kaduna, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703105.png
12,Brandon Powell,G,"6' 3""",205 lbs,JR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397898.png
15,Dailin Smith,G,"6' 6""",185 lbs,FR,"Colorado Springs, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703106.png
22,London Riley,G,"6' 3""",175 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703107.png
23,Anjay Cortez,F,"6' 8""",185 lbs,FR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703108.png
24,Eric Lee,G,"6' 4""",195 lbs,FR,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703109.png
30,Brandon Houston,F,"6' 7""",235 lbs,SR,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280059.png
34,EJ Williams,C,"6' 10""",275 lbs,SO,"Middletown, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594016.png
35,Tremere Brown,F,"6' 8""",210 lbs,SO,"Phenix City, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594017.png
