number,name,position,height,weight,class,hometown
0,Javin Etzler,F,"6' 8""",189 lbs,FR,"Convoy, OH"
1,Josh Brewer,F,"6' 5""",185 lbs,JR,"Indianapolis, IN"
2,Mekhi Lairy,G,"5' 8""",140 lbs,JR,"Evansville, IN"
3,Dae Dae Grant,G,"6' 2""",180 lbs,SO,"Lorain, OH"
4,Isaiah Coleman-Lands,G,"6' 0""",168 lbs,JR,"Indianapolis, IN"
5,Precious Ayah,F,"6' 6""",225 lbs,SR,"Bayelsa State, Nigeria"
11,James Beck,F,"6' 8""",210 lbs,JR,"Grand Rapids, MI"
13,Dalonte Brown,F,"6' 7""",200 lbs,SR,"Toledo, OH"
14,Luka Eller,F,"6' 7""",220 lbs,FR,"Mentor, OH"
15,Milos Jovic,G,"6' 4""",198 lbs,SR,"Leskovac, Serbia"
20,Benjamin Litteken,G,"6' 1""",190 lbs,SR,"St. Louis, MO"
21,Jackson Ames,C,"6' 11""",240 lbs,FR,"Batavia, OH"
22,Myja White,G,"6' 1""",188 lbs,SO,"Terre Haute, IN"
24,Michael Ritchie,F,"6' 5""",193 lbs,SR,"Mount Prospect, IL"
30,Bryson Tatum,G,"6' 4""",186 lbs,FR,"Urbana, IL"
33,Elijah McNamara,F,"6' 9""",207 lbs,JR,"Pickerington, OH"
