number,name,position,height,weight,class,hometown,player_image
0,Berrick JeanLouis,G,"6' 5""",195 lbs,JR,"Lehigh Acres, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703008.png
1,Colton Cashaw,G,"6' 3""",185 lbs,SR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593318.png
2,Asante Gist,G,"5' 11""",185 lbs,SR,"East Orange, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067164.png
3,Ryan Myers,G,"6' 1""",170 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703009.png
4,Parker Weiss,G,"6' 3""",175 lbs,SO,"Naples, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593317.png
5,Tahlik Chavez,G,"6' 2""",160 lbs,SO,"Arlington, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703010.png
10,Robert Brown,F,"6' 9""",235 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280180.png
11,Dwayne Koroma,F,"6' 8""",190 lbs,FR,"Berlin, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703011.png
12,Jordan Brooks,F,"6' 6""",190 lbs,FR,"Grayson, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703012.png
13,Omar Rowe,G,"6' 6""",185 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703013.png
15,Johan Crafoord,F,"6' 9""",230 lbs,FR,"Stockholm, Sweden",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703014.png
20,Isaiah Ross,G,"6' 4""",200 lbs,SR,"Davenport, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067582.png
23,Nelly Junior Joseph,F,"6' 9""",230 lbs,FR,"Benin City, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703015.png
24,Dylan van Eyck,F,"6' 9""",210 lbs,SR,"Boskoop, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593320.png
44,James Carey,G,"5' 11""",160 lbs,SO,"Pelham, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600152.png
50,Trey James,F,"6' 10""",240 lbs,FR,"Inez, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4715444.png
55,Osborn Shema,F,"7' 1""",200 lbs,SO,"Livermore Falls, ME",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703016.png
