number,name,position,height,weight,class,hometown,player_image
0,Chris Freeman,G,"6' 6""",190 lbs,SR,"Winston-salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593817.png
1,Sean Rhea,F,"6' 8""",230 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4284142.png
2,Quinton Johnson II,G,"6' 4""",195 lbs,SO,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395996.png
3,Connor Raines,F,"6' 6""",190 lbs,SO,"Beacon Falls, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593818.png
4,Jeff Otchere,F,"6' 11""",240 lbs,SR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396585.png
5,Jamal Gaines,F,"6' 8""",225 lbs,SO,"Red Oak, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395995.png
10,Nick Mora,G,"6' 1""",167 lbs,SR,"Weslaco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067569.png
11,Marek Nelson,F,"6' 7""",190 lbs,JR,"Plano, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279122.png
12,Rob McClain Jr.,G,"6' 5""",185 lbs,SR,"Red Lake Falls, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593819.png
13,Ricky Nelson,G,"6' 1""",170 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278672.png
14,Javon Levi,G,"5' 11""",175 lbs,SR,"Killeen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280187.png
15,Uche Dibiamaka,G,"6' 4""",195 lbs,JR,"Adelaide, SA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395994.png
20,Isaiah Garcia,G,"5' 10""",160 lbs,SO,"Weslaco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593820.png
23,Anthony Bratton,F,"6' 8""",236 lbs,SR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593821.png
24,Malik Lawrence-Anderson,F,"6' 6""",215 lbs,JR,"Kingston, Jamaica",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702006.png
32,LaQuan Butler,G,"6' 0""",170 lbs,JR,"Lancaster, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594143.png
NA,Lesley Varner Ii,ATH,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706888.png
