number,name,position,height,weight,class,hometown,player_image
0,Dimon Carrigan,F,"6' 9""",215 lbs,SR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592849.png
1,Isaiah Banks,G,"6' 5""",180 lbs,SR,"Conyers, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278975.png
2,Bernie Andre,F,"6' 6""",210 lbs,SR,"North Miami Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397303.png
2,DJ Mitchell,G,"6' 4""",190 lbs,JR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702673.png
3,Javaunte Hawkins,G,"5' 11""",160 lbs,SO,"Lee's Summit, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702674.png
4,Eric Lovett,G,"6' 5""",200 lbs,SR,"Jonesboro, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592851.png
5,Antonio Daye Jr.,G,"6' 1""",188 lbs,JR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397500.png
10,Radshad Davis,F,"6' 4""",205 lbs,SR,"Nassau, Bahamas",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397680.png
11,Tevin Brewer,G,"5' 8""",160 lbs,JR,"Fort Smith, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592852.png
12,Dante Wilcox,G,"6' 6""",220 lbs,FR,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432143.png
15,James Ametepe,F,"6' 5""",210 lbs,JR,"Accra, Ghana",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397503.png
21,Jonathan Nunez,G,"5' 11""",180 lbs,SO,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592853.png
23,Petar Krivokapic,G,"6' 4""",200 lbs,FR,"Budva, Montenegro",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702675.png
35,Anthony Mason,F,"6' 10""",225 lbs,JR,"Decatur, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702676.png
45,Sedee Keita,F,"6' 9""",235 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066223.png
55,Cameron Corcoran,G,"6' 1""",170 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280283.png
