number,name,position,height,weight,class,hometown
0,Jamir Moultrie,G,"5' 11""",180 lbs,JR,"Washington, DC"
1,Mike Melvin,G,"5' 11""",160 lbs,SR,"Fayetteville, NC"
2,Justin Wright,G,"6' 1""",210 lbs,FR,"Greenville, NC"
3,Ty Graves,G,"5' 10""",160 lbs,SR,"Greensboro, NC"
4,Alex Caldwell,G,"5' 11""",165 lbs,JR,--
5,Deven Palmer,G,"6' 4""",185 lbs,SR,"Hyde Park, MA"
11,Cameron Bowles,F,"6' 6""",190 lbs,JR,"Chicago, IL"
12,Jordan Perkins,G,"6' 1""",190 lbs,SR,"Greensboro, NC"
13,Justin Whatley,F,"6' 8""",240 lbs,JR,"Chesapeake, VA"
21,Kobby Ayetey,F,"6' 6""",210 lbs,SR,"Accra, Ghana"
22,C.J. Keyser,G,"6' 3""",190 lbs,SR,"Baltimore, MD"
23,Jahnathan Maxwell,F,"6' 6""",250 lbs,SR,--
24,Nicolas Fennell,G,"6' 4""",160 lbs,JR,"Bowie, MD"
25,Nehemie Kabeya,F,"6' 9""",235 lbs,JR,"Ngaliema, Congo"
