number,name,position,height,weight,class,hometown,player_image
0,Ty Gordon,G,"6' 1""",200 lbs,JR,"Tunica, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4599257.png
1,Jaylen Fornes,F,"6' 3""",210 lbs,SR,"Pamlico County, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067294.png
2,AJ Rainey,G,"5' 10""",155 lbs,JR,"Gray, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703666.png
3,Kevin Johnson,G,"6' 0""",160 lbs,SR,"Thibodaux, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278304.png
4,Damien Sears,F,"6' 7""",245 lbs,SR,"Haughton, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067150.png
5,Najee Garvin,F,"6' 7""",210 lbs,JR,"Lexington, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066966.png
10,Anquaevious Pollard,F,"6' 7""",200 lbs,JR,"Lanett, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703667.png
11,Jeremiah Buford,G,"6' 5""",185 lbs,SR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398125.png
13,Andre Jones,G,"6' 4""",200 lbs,SR,"Little Rock, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067818.png
14,Taylor Blanchard,F,"6' 5""",165 lbs,FR,"Morgan City, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703668.png
15,Tyrease Terrell,G,"6' 4""",165 lbs,SO,"Slidell, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593810.png
21,Ryghe Lyons,C,"6' 11""",280 lbs,SR,"Slidell, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278303.png
24,Quinn Strander,G,"5' 10""",175 lbs,FR,"Thibodaux, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703669.png
25,Pierce Spencer,G,"6' 3""",175 lbs,FR,"Porter, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703670.png
35,Isaac Johnson,G,"6' 3""",210 lbs,JR,"Minneapolis, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279537.png
55,Shawn Williams,G,"6' 1""",180 lbs,SR,"Little Rock, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066449.png
