number,name,position,height,weight,class,hometown,player_image
0,Mason Gillis,F,"6' 6""",230 lbs,FR,"New Castle, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431753.png
1,Aaron Wheeler,F,"6' 9""",205 lbs,JR,"Stamford, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277982.png
2,Eric Hunter Jr.,G,"6' 4""",170 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397243.png
4,Emmanuel Dowuona,C,"6' 10""",245 lbs,SO,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397244.png
5,Brandon Newman,G,"6' 5""",195 lbs,FR,"Valparaiso, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592726.png
11,Isaiah Thompson,G,"6' 1""",160 lbs,SO,"Zionsville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431749.png
14,Jared Wulbrun,G,"5' 10""",170 lbs,JR,"Stanford, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4405098.png
15,Zach Edey,C,"7' 4""",285 lbs,FR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600663.png
21,Matt Frost,F,"6' 5""",200 lbs,SO,"Columbus, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592727.png
22,Chase Martin,G,"6' 3""",195 lbs,FR,"Columbia, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702334.png
23,Jaden Ivey,G,"6' 4""",200 lbs,FR,"South Bend, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433218.png
25,Ethan Morton,G,"6' 6""",215 lbs,FR,"Butler, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433151.png
34,Carson Barrett,G,"6' 5""",215 lbs,FR,"Lafayette, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702333.png
50,Trevion Williams,F,"6' 10""",265 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397246.png
55,Sasha Stefanovic,G,"6' 5""",200 lbs,JR,"Crown Point, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277985.png
