number,name,position,height,weight,class,hometown,player_image
0,David Mitchell,G,"6' 6""",210 lbs,JR,"Roxbury, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397914.png
1,Dan Friday,G,"6' 4""",225 lbs,SO,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593253.png
3,Carsten Kogelnik,F,"6' 6""",210 lbs,SO,"Bethesda, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432024.png
4,EJ Perry,G,"6' 2""",220 lbs,SR,"Andover, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4239936.png
10,Davis Franks,F,"6' 8""",205 lbs,JR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397912.png
13,Josh Watts,G,"6' 4""",190 lbs,SO,"Beltsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432131.png
15,Jake Shaper,G,"6' 3""",195 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279460.png
22,Jaylan Gainey,F,"6' 9""",220 lbs,JR,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397913.png
23,Perry Cowan,G,"6' 4""",205 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432960.png
25,Tamenang Choh,F,"6' 5""",210 lbs,SR,"Lowell, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279463.png
44,Matt DeWolf,F,"6' 9""",230 lbs,SR,"Barrington, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279464.png
NA,Tyler Brown,G,"6' 0""",175 lbs,SO,"Wichita, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702985.png
NA,Kimo Ferrari,G,"6' 0""",185 lbs,FR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702980.png
NA,Felix Kloman,G,"6' 5""",190 lbs,FR,"Ipswich, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702981.png
NA,Noah Meren,G,"6' 5""",200 lbs,JR,"Providence, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4408233.png
NA,Prince Moses,F,"6' 7""",215 lbs,FR,"Slidell, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702982.png
NA,Malachi Ndur,F,"6' 8""",215 lbs,FR,"St. Thomas, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702983.png
NA,Zachary Taylor,G,"6' 2""",185 lbs,FR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702984.png
