number,name,position,height,weight,class,hometown,player_image
0,Holland Woods,G,"6' 1""",180 lbs,SR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278657.png
1,Remy Martin,G,"6' 0""",175 lbs,SR,"Chatsworth, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278133.png
2,Luther Muhammad,G,"6' 3""",185 lbs,JR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397234.png
3,Caleb Christopher,G,"6' 1""",180 lbs,SO,"Carson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592357.png
4,Kimani Lawrence,F,"6' 8""",210 lbs,SR,"Providence, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278134.png
10,Jaelen House,G,"6' 1""",160 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431763.png
11,Alonzo Verge Jr.,G,"6' 2""",170 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592358.png
12,Micah Burno,G,"6' 0""",180 lbs,SO,"Scottsdale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592359.png
13,Josh Christopher,G,"6' 5""",215 lbs,FR,"Carson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432168.png
14,Austin Ronzone,G,"6' 1""",178 lbs,FR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702374.png
15,John Olmsted,F,"6' 10""",235 lbs,SO,"Morenci, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592360.png
20,Cade Ronzone,G,"6' 2""",180 lbs,FR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702375.png
21,Chris Osten,F,"6' 9""",210 lbs,JR,"Baytown, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702376.png
23,Marcus Bagley,F,"6' 8""",215 lbs,FR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433147.png
24,Jalen Graham,F,"6' 9""",220 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432855.png
30,Kyle Feit,G,"6' 4""",215 lbs,SO,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397021.png
35,Taeshon Cherry,F,"6' 8""",220 lbs,JR,"El Cajon, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397024.png
41,Imran Takhar,F,"6' 3""",195 lbs,SR,"Orange, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278138.png
51,Pavlo Dziuba,F,"6' 8""",225 lbs,FR,"Kirichkova, Ukraine",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702377.png
