number,name,position,height,weight,class,hometown,player_image
0,Rodney Chatman,G,"6' 1""",180 lbs,SR,"Lithonia, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067250.png
2,Ibi Watson,G,"6' 5""",195 lbs,SR,"Pickerington, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066379.png
3,Luke Frazier,G,"6' 5""",170 lbs,FR,"Mentor, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4606834.png
4,Koby Brea,G,"6' 6""",174 lbs,FR,"Washington Heights, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4591259.png
10,Jalen Crutcher,G,"6' 1""",175 lbs,SR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278352.png
11,Elijah Weaver,G,"6' 6""",205 lbs,JR,"Cocoa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397139.png
12,Zimi Nwokeji,F,"6' 7""",220 lbs,FR,"Quincy, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4618121.png
14,Moulaye Sissoko,C,"6' 9""",250 lbs,FR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431824.png
23,R.J. Blakney,F,"6' 6""",195 lbs,FR,"Hagerstown, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700864.png
30,Mustapha Amzil,F,"6' 10""",220 lbs,FR,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711607.png
32,Jordy Tshimanga,C,"6' 11""",278 lbs,SR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066393.png
35,Dwayne Cohill,G,"6' 2""",180 lbs,JR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396791.png
40,Chase Johnson,F,"6' 9""",226 lbs,JR,"Ripley, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278058.png
51,Drew Swerlein,G,"6' 0""",175 lbs,SO,"Perrysburg, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600089.png
52,Camron Greer,G,"5' 7""",160 lbs,SR,"Country Club Hills, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4283936.png
53,Christian Wilson,G,"6' 1""",160 lbs,JR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4403456.png
54,Jared Becker,G,"6' 4""",180 lbs,SO,"Milford, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600087.png
55,Sean Loughran,G,"6' 3""",200 lbs,SO,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4600088.png
