number,name,position,height,weight,class,hometown,player_image
2,Trey McGowens,G,"6' 4""",191 lbs,JR,"Pendleton, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395670.png
3,Elijah Wood,G,"6' 5""",174 lbs,FR,"Potomac, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702280.png
4,Shamiel Stevenson,G,"6' 6""",245 lbs,JR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278020.png
10,Kobe Webster,G,"6' 0""",172 lbs,SR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279535.png
11,Lat Mayen,F,"6' 9""",205 lbs,JR,"Adelaide, SA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277914.png
13,Derrick Walker,F,"6' 8""",232 lbs,JR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278113.png
14,Trevor Lakes,F,"6' 7""",215 lbs,SR,"Lebanon, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4289538.png
21,Jace Piatkowski,G,"6' 3""",184 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592704.png
24,Yvan Ouedraogo,F,"6' 9""",245 lbs,SO,"Bordeaux, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592706.png
30,Chris McGraw,G,"6' 0""",170 lbs,SO,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397921.png
33,Akol Arop,F,"6' 5""",203 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431820.png
34,Thorir Thorbjarnarson,G,"6' 6""",202 lbs,SR,"Reykjavik, Iceland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277971.png
35,Eduardo Andre,C,"6' 10""",228 lbs,FR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702281.png
44,Bret Porter,F,"6' 5""",228 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592708.png
45,Dalano Banton,G,"6' 9""",204 lbs,SO,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397885.png
