number,name,position,height,weight,class,hometown,player_image
0,Eric Butler,G,"6' 3""",170 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703920.png
1,Marcus Domask,F,"6' 6""",215 lbs,SO,"Waupun, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431943.png
3,Dalton Banks,G,"6' 2""",170 lbs,FR,"Eau Claire, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703921.png
5,Lance Jones,G,"6' 1""",200 lbs,SO,"Evanston, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432002.png
10,Ben Harvey,G,"6' 5""",205 lbs,SO,"Jonesboro, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398315.png
11,J.D. Muila,F,"6' 8""",235 lbs,JR,"Ottawa, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703922.png
12,Sekou Dembele,F,"6' 7""",230 lbs,SO,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397491.png
14,Kyler Filewich,C,"6' 9""",250 lbs,FR,"Winnipeg, MB",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703923.png
21,Will Keller,F,"6' 7""",220 lbs,SR,"Marion, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592725.png
22,Steven Verplancken Jr.,G,"6' 4""",205 lbs,SO,"San Pedro De Mo, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703924.png
24,Trent Brown,G,"6' 2""",175 lbs,SO,"Scottsdale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592722.png
25,Jakolby Long,G,"6' 5""",210 lbs,SR,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066295.png
32,Chris Cross,G,"6' 2""",195 lbs,FR,"Urbana, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703925.png
33,Anthony D'Avanzo,F,"6' 8""",205 lbs,SR,"Harwood Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4290401.png
