number,name,position,height,weight,class,hometown,player_image
0,Sidney Wilson,F,"6' 7""",180 lbs,JR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278233.png
1,Mike Adewunmi,G,"6' 5""",205 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278256.png
2,Desmond Polk,G,"6' 4""",175 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432527.png
3,Ray'Sean Taylor,G,"6' 1""",175 lbs,FR,"Collinsville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703380.png
5,Carlos Curtis,G,"6' 2""",205 lbs,JR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703381.png
11,Courtney Carter,G,"6' 1""",180 lbs,JR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703382.png
15,Philip Pepple Jr.,C,"6' 10""",230 lbs,JR,"Shoreline, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703383.png
21,Zane Butler,G,"5' 11""",165 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711058.png
22,Michael Matas,F,"6' 8""",200 lbs,FR,"Oakville, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703384.png
23,Elochukwu Eze,C,"6' 10""",240 lbs,JR,"Enugu, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398361.png
24,Cam Williams,G,"6' 2""",190 lbs,JR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703385.png
31,Jackson Best,G,"5' 9""",165 lbs,SR,"Edwardsville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398364.png
42,Shamar Wright,G,"6' 7""",185 lbs,SO,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433129.png
52,Iziah James,G,"6' 0""",180 lbs,SR,"Chesapeake, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278708.png
55,Lamar Wright,F,"6' 7""",185 lbs,SO,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593691.png
