number,name,position,height,weight,class,hometown,player_image
0,Marcus Garrett,G,"6' 5""",195 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277892.png
1,Tyon Grant-Foster,G,"6' 7""",190 lbs,JR,"Kansas City, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700527.png
2,Christian Braun,G,"6' 6""",205 lbs,SO,"Burlington, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431767.png
3,Dajuan Harris,G,"6' 1""",160 lbs,FR,"Columbia, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431983.png
4,Latrell Jossell,G,"5' 11""",155 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4601284.png
10,Jalen Wilson,F,"6' 8""",215 lbs,FR,"Denton, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431714.png
12,Chris Teahan,G,"6' 4""",195 lbs,SR,"Leawood, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277893.png
13,Tristan Enaruna,G,"6' 8""",200 lbs,SO,"Almere, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431734.png
20,Michael Jankovich,G,"6' 5""",185 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592210.png
24,Bryce Thompson,G,"6' 5""",188 lbs,FR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432200.png
30,Ochai Agbaji,G,"6' 5""",210 lbs,JR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397018.png
33,David McCormack,F,"6' 10""",265 lbs,JR,"Norfolk, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397019.png
35,Gethro Muscadin,F,"6' 10""",220 lbs,FR,"Gonaives, Haiti",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4575838.png
44,Mitch Lightfoot,F,"6' 8""",225 lbs,SR,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066300.png
