number,name,position,height,weight,class,hometown
1,DeAndre Heckard,G,"6' 1""",173 lbs,JR,"Romeoville, IL"
2,Roti Ware,G,"6' 3""",190 lbs,SR,"Morton, MS"
3,Cameron Johnson,G,"6' 4""",205 lbs,SR,"Little Rock, AR"
4,David Kachelries,G,"6' 1""",183 lbs,SR,"Emmaus, PA"
5,Jaylin Jackson-Posey,G,"6' 2""",196 lbs,FR,"Midland, TX"
10,Elijah Elliott,G,"6' 3""",185 lbs,SO,"Southlake, TX"
11,Nigel Hawkins,G,"6' 4""",198 lbs,JR,"Houston, TX"
12,Charlie Daniels,F,"6' 9""",230 lbs,SR,"Jacksonville, FL"
13,Calvin Solomon,F,"6' 7""",208 lbs,SO,"Houston, TX"
14,Gavin Kensmil,F,"6' 7""",255 lbs,SR,"Paramaribo, Suriname"
15,Kharee McDaniel,G,"5' 10""",165 lbs,FR,"Houston, TX"
21,Russell Hyman,G,"6' 1""",168 lbs,FR,"Southlake, TX"
22,Nana Antwi-Boasiako,F,"6' 9""",220 lbs,FR,"Nacogdoches, TX"
35,Demiere Brown,F,"6' 6""",221 lbs,JR,"Powder Springs, GA"
