number,name,position,height,weight,class,hometown,player_image
1,Stephen Clark,F,"6' 8""",200 lbs,SO,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593469.png
2,Jackson Gammons,G,"6' 3""",195 lbs,FR,"High Point, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431967.png
3,Rudy Fitzgibbons III,G,"6' 0""",145 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593470.png
4,Robert Guyton,G,"6' 0""",165 lbs,JR,"Myrtle Beach, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398169.png
5,Fletcher Abee,G,"6' 3""",180 lbs,SO,"Morganton, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432931.png
11,Kaiden Rice,G,"6' 7""",205 lbs,SR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280011.png
12,Brent Davis,G,"6' 3""",190 lbs,FR,"Miramar, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703801.png
13,Tyler Moffe,G,"6' 1""",175 lbs,SR,"Elmira, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/3948762.png
14,Brady Spence,F,"6' 9""",200 lbs,SO,"Douglasville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593471.png
15,Jerry Higgins III,G,"5' 10""",175 lbs,SO,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398171.png
23,Owen Spencer,F,"6' 9""",205 lbs,FR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703802.png
24,Dylan Engler,G,"6' 5""",185 lbs,FR,"Oswego, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703803.png
32,Derek Webster Jr.,F,"6' 4""",215 lbs,SR,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280013.png
33,Hayden Brown,F,"6' 5""",225 lbs,JR,"Greer, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280014.png
