number,name,position,height,weight,class,hometown,player_image
0,Chris Lykes,G,"5' 7""",160 lbs,SR,"Mitchellville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277889.png
1,Anthony Walker,F,"6' 9""",210 lbs,SO,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592205.png
2,Isaiah Wong,G,"6' 3""",180 lbs,SO,"Piscataway, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431727.png
3,Nysier Brooks,C,"7' 0""",240 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066485.png
4,Elijah Olaniyi,G,"6' 5""",205 lbs,SR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278240.png
5,Harlond Beverly,G,"6' 5""",185 lbs,SO,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431701.png
10,Filippos Gkogkos,G,"6' 3""",193 lbs,SO,"Athens, Greece",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592206.png
13,Earl Timberlake,G,"6' 6""",215 lbs,FR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432193.png
14,Rodney Miller Jr.,C,"7' 0""",250 lbs,SR,"Laurelton, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065671.png
15,Willie Herenton,G,"6' 2""",180 lbs,SR,"Lincolnshire, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395635.png
21,Sam Waardenburg,F,"6' 10""",225 lbs,SR,"Auckland, New Zealand",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4079701.png
22,Deng Gak,F,"6' 11""",220 lbs,JR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277891.png
23,Kameron McGusty,G,"6' 5""",190 lbs,SR,"Katy, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066310.png
