number,name,position,height,weight,class,hometown,player_image
0,Chris Efretuei,C,"7' 1""",260 lbs,SR,"Abuja, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593907.png
1,Erie Olonade,G,"5' 11""",180 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593908.png
2,Koreem Ozier,G,"6' 1""",180 lbs,JR,"Racine, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397996.png
3,Elijah Gonzales,G,"5' 11""",160 lbs,JR,"Clackamas, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702089.png
4,Zaakir Sawyer,G,"6' 5""",215 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702090.png
5,Marco Morency,G,"6' 3""",185 lbs,JR,"Mount Vernon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702091.png
10,Langston Powell,G,"6' 5""",195 lbs,JR,"West Monroe, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593909.png
11,Zion Simmons,G,"6' 0""",180 lbs,SO,"Monroe, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593910.png
13,Thomas Howell,F,"6' 8""",225 lbs,FR,"Natchitoches, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702092.png
14,D'Marcus Hall,G,"6' 5""",205 lbs,FR,"Haughton, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702093.png
15,Josh Nicholas,G,"6' 3""",190 lbs,SR,"Long Beach, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279652.png
21,Luke Phillips,F,"6' 10""",220 lbs,SO,"Adelaide, SA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593912.png
22,Justin Gibson,G,"6' 4""",195 lbs,JR,"Gonzales, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702094.png
23,Johnnie Williams IV,G,"6' 5""",180 lbs,FR,"Sarasota, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702095.png
24,Russell Harrison,G,"6' 7""",200 lbs,JR,"Lubbock, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702096.png
