date,game_id,home,away
2007-12-05,273390006,South Alabama,Southern Miss
2007-12-05,273390045,George Washington,Maryland-Eastern Shore
2007-12-05,273390057,Florida,Florida A&M
2007-12-05,273390098,Western Kentucky,Nebraska
2007-12-05,273390151,East Carolina,Clemson
2007-12-05,273390164,Rutgers,Lafayette
2007-12-05,273390195,Ohio,St. Bonaventure
2007-12-05,273390197,Oklahoma State,Texas A&M-CC
2007-12-05,273390201,Oklahoma,Tulsa
2007-12-05,273390238,Vanderbilt,Wake Forest
2007-12-05,273390251,Texas,North Texas
2007-12-05,273390254,Utah,Utah State
2007-12-05,273390257,Richmond,South Florida
2007-12-05,273390258,Virginia,Syracuse
2007-12-05,273390278,Fresno State,CS Monterey Bay
2007-12-05,273390333,Alabama,Georgetown
2007-12-05,273392184,Duquesne,Pittsburgh
2007-12-05,273392210,Elon,Tusculum
2007-12-05,273392229,Florida International,Buffalo
2007-12-05,273392230,Fordham,Hofstra
2007-12-05,273392247,Georgia State,Georgia Tech
2007-12-05,273392250,Gonzaga,Washington State
2007-12-05,273392305,Kansas,Eastern Washington
2007-12-05,273392429,Charlotte,Davidson
2007-12-05,273392460,Northern Iowa,Iowa
2007-12-05,273392509,Purdue,Ball State
2007-12-05,273392540,UC Santa Barbara,Pepperdine
2007-12-05,273392567,SMU,TCU
2007-12-05,273392752,Xavier,Creighton
