number,name,position,height,weight,class,hometown
0,Gregory Echenique,F,"6' 9""",NA,SO,NA
3,Mike Rosario,G,"6' 3""",NA,SO,NA
5,Hamady Ndiaye,C,"7' 0""",NA,SR,NA
10,James Beatty,G,"6' 2""",NA,JR,NA
11,Dane Miller,F,"6' 7""",NA,FR,NA
21,Austin Johnson,F,"6' 8""",NA,FR,NA
22,Mike Kuhn,G,"6' 1""",NA,SO,NA
23,Patrick Jackson,F,"6' 6""",NA,SO,NA
24,Jonathan Mitchell,F,"6' 7""",NA,JR,NA
25,Muhamed Hasani,G,"6' 3""",NA,FR,NA
31,Mike Coburn,G,"6' 0""",NA,JR,NA
32,Brian Okam,C,"7' 0""",NA,FR,NA
40,Tomasz Kokosinski,F,"6' 8""",NA,SO,NA
