number,name,position,height,weight,class,hometown
1,Maze Stallworth,F,"6' 4""",NA,SR,NA
2,Jamel Marshall,F,"6' 5""",NA,FR,NA
3,Aaron Williams,G,"5' 10""",NA,FR,NA
10,Corey Clemens,G,"6' 2""",NA,FR,NA
11,Terrance Hill,G,"6' 1""",NA,SO,NA
13,Ty Proffitt,G,"6' 4""",NA,SO,NA
15,Brandon Shingles,G,"6' 3""",NA,SR,NA
22,Demonte Harper,G,"6' 4""",NA,JR,NA
23,David Terrell,F,"6' 5""",NA,JR,NA
24,Steve Peterson,F,"6' 4""",NA,SO,NA
25,John Lamb,G,"6' 1""",NA,JR,NA
33,Jason Beharie,F,"6' 9""",NA,FR,NA
34,Sam Goodman,G,"6' 2""",NA,JR,NA
35,Kenneth Faried,C,"6' 8""",NA,JR,NA
45,Les Simmons,C,"6' 7""",NA,SR,NA
