number,name,position,height,weight,class,hometown
2,Brandon White,G,"6' 3""",NA,JR,NA
5,Nick Walls,G,"6' 2""",NA,JR,NA
10,Norm Nixon Jr.,G,"6' 0""",NA,JR,NA
23,McCall Wollman,G,"6' 1""",NA,SR,NA
25,Desean Miles,G,"6' 3""",NA,FR,NA
30,Julius Ingram,F,"6' 5""",NA,JR,NA
31,Jazz Williams,G,"6' 5""",NA,SR,NA
32,Jameel Grace,G,"6' 0""",NA,FR,NA
33,Blake Sanford,G,"6' 4""",NA,JR,NA
35,Horace Dixon,F,"6' 8""",NA,JR,NA
40,Doug Scott,,NA,NA,N/A,NA
44,Bobby Lee,F,"6' 5""",NA,JR,NA
50,Quinton Doggett,F,"6' 8""",NA,SO,NA
53,Tony McGilveary,F,"6' 5""",NA,FR,NA
54,Earnest Jones,F,"6' 6""",NA,SR,NA
55,Madut Bol,F,"6' 9""",NA,FR,NA
