number,name,position,height,weight,class,hometown
2,Corey Claitt,G,"6' 1""",NA,JR,NA
3,Shawn Deadwiler,G,"6' 3""",NA,JR,NA
5,Kevin Woods,G,"6' 1""",NA,SO,NA
14,Jordan Swarbrick,G,"6' 6""",NA,SR,NA
15,Tyray Petty,G,"6' 3""",NA,SR,NA
20,Eric Dearden,G,"6' 2""",NA,JR,NA
21,Jourdain Scoubes,F,"6' 7""",NA,SR,NA
24,Aaron England,G,"6' 5""",NA,JR,NA
33,Nick Jenson,F,"6' 5""",NA,FR,NA
40,Lafayette Yarbray,F,"6' 7""",NA,JR,NA
42,Rory Fannon,C,"6' 9""",NA,SO,NA
45,Justin Baker,F,"6' 7""",NA,JR,NA
50,Jason Holm,C,"6' 7""",NA,SO,NA
