number,name,position,height,weight,class,hometown
1,Stephen Spinella,G,"6' 4""",NA,FR,NA
2,Devan Downey,G,"5' 9""",NA,SR,NA
5,Brandis Raley-Ross,G,"6' 2""",NA,SR,NA
12,Ramon Galloway,G,"6' 1""",NA,FR,NA
14,Robert Wilder,G,"6' 1""",NA,SR,NA
21,Dominique Archie,F,"6' 7""",NA,SR,NA
24,Mike Holmes,F,"6' 7""",NA,JR,NA
25,Austin Steed,F,"6' 8""",NA,JR,NA
30,Lakeem Jackson,F,"6' 5""",NA,FR,NA
31,Evaldas Baniulis,F,"6' 7""",NA,SR,NA
32,Johndre Jefferson,F,"6' 9""",NA,JR,NA
44,Sam Muldrow,F,"6' 9""",NA,JR,NA
