number,name,position,height,weight,class,hometown
1,Travis Cohn,G,"6' 2""",NA,JR,NA
2,Russell Powell,G,"5' 9""",NA,FR,NA
3,Ben Smith,G,"5' 10""",NA,SR,NA
5,Jimmy McMurrin,G,"6' 3""",NA,FR,NA
10,Ayron Hardy,G,"6' 5""",NA,JR,NA
14,Josh Sparks,C,"6' 9""",NA,FR,NA
15,Chris Edwards,G,"6' 1""",NA,SO,NA
23,Tevin Galvin,G,"6' 4""",NA,SO,NA
30,Szymon Lukasiak,C,"6' 10""",NA,JR,NA
33,Chris Rozier,F,"6' 6""",NA,FR,NA
34,A.J. Garden,G,"5' 8""",NA,FR,NA
35,Will Alston,C,"6' 7""",NA,SO,NA
41,Lehmon Colbert,F,"6' 6""",NA,SR,NA
44,Glenn Powell,F,"6' 5""",NA,FR,NA
NA,,C,"4' 0""",NA,N/A,NA
