number,name,position,height,weight,class,hometown
2,Nick Haugen,G,"6' 2""",NA,FR,NA
4,Mike Mathison,C,"6' 10""",NA,SO,NA
10,Dustin Monsebroten,G,"6' 0""",NA,SR,NA
12,Jordan Allard,F,"6' 7""",NA,FR,NA
13,Travis Bledsoe,G,"5' 11""",NA,SR,NA
15,Travis Mertens,F,"6' 5""",NA,SR,NA
22,Mitch Wilmer,C,"6' 11""",NA,FR,NA
23,Spencer Goodman,G,"6' 5""",NA,FR,NA
31,Chris Clausen,F,"6' 6""",NA,JR,NA
33,Doug Archer,F,"6' 9""",NA,FR,NA
40,Dan Stockdale,F,"6' 8""",NA,FR,NA
44,Derek Benter,C,"6' 7""",NA,JR,NA
45,Patrick Mitchell,F,"6' 7""",NA,SO,NA
NA,Josh Schuler,,"6' 2""",NA,SR,NA
NA,Josh Schuler,,"6' 2""",NA,SR,NA
