number,name,position,height,weight,class,hometown
2,Adrian Oliver,G,"6' 4""",NA,JR,NA
4,Kyle Thomas,F,"6' 8""",NA,SO,NA
5,Justin Graham,G,"6' 4""",NA,JR,NA
10,Aalim Moor,F,"6' 3""",NA,FR,NA
22,C.J. Webster,C,"6' 9""",NA,JR,NA
23,Robert Owens,G,"6' 3""",NA,SR,NA
24,Chris Jones,G,"6' 4""",NA,FR,NA
30,Chris Oakes,F,"6' 10""",NA,SR,NA
32,Joe Henson,C,"6' 8""",NA,FR,NA
33,Mac Peterson,G,"6' 3""",NA,SR,NA
35,Anthony Dixon,F,"6' 5""",NA,FR,NA
44,Jerry Casey,F,"6' 8""",NA,FR,NA
50,Garrett Ton,F,"6' 8""",NA,SO,NA
52,Jerelle Wilson,G,"6' 1""",NA,SR,NA
