number,name,position,height,weight,class,hometown
1,Moussa Camara,F,"6' 5""",NA,JR,NA
4,Mike Horn,G,"5' 10""",NA,FR,NA
5,Greer Wright,F,"6' 7""",NA,JR,NA
10,Dylan Talley,G,"6' 5""",NA,FR,NA
12,Taylor Johnston,F,"6' 7""",NA,FR,NA
14,Jimmy Gray,G,"6' 0""",NA,FR,NA
20,Mahamoud Jabbi,F,"6' 7""",NA,JR,NA
21,Javon Ralling,F,"6' 3""",NA,FR,NA
25,Preston Pena,G,"6' 0""",NA,JR,NA
33,Kyrie Sutton,C,"6' 9""",NA,SO,NA
34,Chretien Lukusa,G,"6' 2""",NA,JR,NA
42,Umur Peten,C,"6' 9""",NA,JR,NA
44,Pina Guillaume,C,"6' 9""",NA,FR,NA
