number,name,position,height,weight,class,hometown
1,Michael Rogers,G,"6' 6""",NA,JR,NA
4,Cory Johnson,F,"6' 7""",NA,JR,NA
5,Cameron Witt,F,"6' 9""",NA,SO,NA
10,Brandon McPherson,G,"6' 1""",NA,SR,NA
11,Nick Shelton,G,"5' 11""",NA,SO,NA
14,Howard Little,G,"6' 3""",NA,JR,NA
15,Erik Buggs,G,"5' 10""",NA,SO,NA
20,Tommy Kurth,G,"6' 1""",NA,FR,NA
23,Matt Kenney,G,"6' 3""",NA,FR,NA
32,Brandon Wood,G,"6' 2""",NA,SO,NA
33,Chris Halvorsen,F,"6' 8""",NA,FR,NA
42,Milos Milosevic,F,"6' 7""",NA,SO,NA
45,Ryan Broekhoff,G,"6' 6""",NA,FR,NA
